,name,latitude,longitude,coordinates
4268,Irving Park & Harlem,41.95269043600001,-87.80686787500002,"(41.95269043600001, -87.80686787500002)"
4269,Forest Preserve Avenue & Harlem,41.954099649,-87.80701335600003,"(41.954099649, -87.80701335600003)"
4270,Harlem & Wilson,41.96356047400002,-87.80700299799997,"(41.96356047400002, -87.80700299799997)"
4271,Higgins & Harlem,41.980874836,-87.80636017500001,"(41.980874836, -87.80636017500001)"
4272,Harlem & Peterson,41.99007699999999,-87.806938,"(41.99007699999999, -87.806938)"
4273,Avondale & Highland,41.99637232399999,-87.80921992399999,"(41.99637232399999, -87.80921992399999)"
4274,Northwest Hwy & Harlem,41.99699197199999,-87.80702274599997,"(41.99699197199999, -87.80702274599997)"
4275,Harlem/Lake Green Line Station,41.88675930599999,-87.80319483099998,"(41.88675930599999, -87.80319483099998)"
4276,Harlem & Schneider,41.896187844,-87.805116209,"(41.896187844, -87.805116209)"
4277,Harlem & 63rd Street,41.77695503799998,-87.80104873699997,"(41.77695503799998, -87.80104873699997)"
4278,Harlem & 58th Street,41.78659781800002,-87.80149956700001,"(41.78659781800002, -87.80149956700001)"
4279,Harlem & Archer,41.79171215600002,-87.80134344099997,"(41.79171215600002, -87.80134344099997)"
4280,North Ave & Sayre,41.90905820400002,-87.800126938,"(41.90905820400002, -87.800126938)"
4281,Grand & Newland,41.92351200000002,-87.79901799999999,"(41.92351200000002, -87.79901799999999)"
4282,North Ave & Kenilworth,41.90890000000002,-87.79810299899998,"(41.90890000000002, -87.79810299899998)"
4283,Diversey & Newcastle,41.93093611799998,-87.796537376,"(41.93093611799998, -87.796537376)"
4284,Higgins & Newcastle,41.979144421,-87.79752311499999,"(41.979144421, -87.79752311499999)"
4285,Addison & Normandy,41.945439566,-87.79363422199998,"(41.945439566, -87.79363422199998)"
4286,Montrose & Forest Preserve Avenue,41.96020604799997,-87.79375466900001,"(41.96020604799997, -87.79375466900001)"
4287,Northwest Hwy & Naper,41.98910000000001,-87.79320200000001,"(41.98910000000001, -87.79320200000001)"
4288,Wright College (West Entrance),41.959260067,-87.790551333,"(41.959260067, -87.790551333)"
4289,Nagle & Argyle,41.97192000000001,-87.787849999,"(41.97192000000001, -87.787849999)"
4290,Nagle & Balmoral,41.97918470899998,-87.78772952899999,"(41.97918470899998, -87.78772952899999)"
4291,Bryn Mawr & Nagle,41.98296061600001,-87.790433081,"(41.98296061600001, -87.790433081)"
4292,Nagle & Avondale/Somerset,41.98477419,-87.787629675,"(41.98477419, -87.787629675)"
4293,Nagle & Newburg,41.98894947799999,-87.787698664,"(41.98894947799999, -87.787698664)"
4294,Nagle & Naples,41.991749406,-87.78764555800001,"(41.991749406, -87.78764555800001)"
4295,Nagle & Palatine,41.99562700000001,-87.78756899899997,"(41.99562700000001, -87.78756899899997)"
4296,North Ave & Narragansett Terminal,41.90961154199999,-87.78459447099999,"(41.90961154199999, -87.78459447099999)"
4297,Narragansett & Wrightwood,41.92745100000002,-87.785635001,"(41.92745100000002, -87.785635001)"
4298,Narragansett & Wellington,41.93456800000001,-87.785731,"(41.93456800000001, -87.785731)"
4299,Narragansett & School,41.940066,-87.78604999999999,"(41.940066, -87.78604999999999)"
4300,Narragansett & Roscoe,41.94207299999999,-87.78627399999999,"(41.94207299999999, -87.78627399999999)"
4301,Narragansett & Montrose,41.960519525,-87.78670705600001,"(41.960519525, -87.78670705600001)"
4302,Northwest Hwy & Mobile,41.98459500000001,-87.785189,"(41.98459500000001, -87.785189)"
4303,Narragansett & 60th Street,41.78308399999997,-87.78139299999998,"(41.78308399999997, -87.78139299999998)"
4304,Narragansett & 61st Street,41.78141399999998,-87.78146899900003,"(41.78141399999998, -87.78146899900003)"
4305,North Ave & Melvina,41.90931091599998,-87.78000389699997,"(41.90931091599998, -87.78000389699997)"
4306,Belmont & Melvina,41.93840649100002,-87.78100738900002,"(41.93840649100002, -87.78100738900002)"
4307,Grand & Meade,41.921056706,-87.777972337,"(41.921056706, -87.777972337)"
4308,Austin & Cornelia,41.94380942100003,-87.77649833999999,"(41.94380942100003, -87.77649833999999)"
4309,Austin & Byron,41.95128699999998,-87.77677399999999,"(41.95128699999998, -87.77677399999999)"
4310,Irving Park & Meade,41.95294800099998,-87.77934599999998,"(41.95294800099998, -87.77934599999998)"
4311,Austin & Belle Plaine,41.95477799999998,-87.77676100000002,"(41.95477799999998, -87.77676100000002)"
4312,Austin & Sunnyside,41.96224100000001,-87.77715099900001,"(41.96224100000001, -87.77715099900001)"
4313,Caldwell & Jean,42.002846041,-87.778415623,"(42.002846041, -87.778415623)"
4314,Mason & Roosevelt,41.86555099999998,-87.772963,"(41.86555099999998, -87.772963)"
4315,Austin & Fillmore,41.867458,-87.77411199900001,"(41.867458, -87.77411199900001)"
4316,Austin & Harrison,41.87268447700001,-87.774268678,"(41.87268447700001, -87.774268678)"
4317,Jackson & Austin Terminal,41.87632184300003,-87.77410481599998,"(41.87632184300003, -87.77410481599998)"
4318,Austin & Madison,41.880347175,-87.774577109,"(41.880347175, -87.774577109)"
4319,Austin & Adams,41.87777999999997,-87.77446499899997,"(41.87777999999997, -87.77446499899997)"
4320,Austin & Corcoran/South Blvd (Green Line),41.88697999999999,-87.77478000100001,"(41.88697999999999, -87.77478000100001)"
4321,Austin & Erie,41.89178600000002,-87.77495800000003,"(41.89178600000002, -87.77495800000003)"
4322,Chicago & Austin Terminal,41.894925532,-87.77484320999997,"(41.894925532, -87.77484320999997)"
4323,Austin & George,41.93303700000001,-87.776094,"(41.93303700000001, -87.776094)"
4324,Austin & Belmont,41.93829174500001,-87.77628829600002,"(41.93829174500001, -87.77628829600002)"
4325,Lawrence & Marmora,41.96774523699997,-87.774721204,"(41.96774523699997, -87.774721204)"
4326,Austin & 64th Street,41.77595600000001,-87.771346,"(41.77595600000001, -87.771346)"
4327,Austin & 61st Street,41.78143399999999,-87.77155999899998,"(41.78143399999999, -87.77155999899998)"
4328,Archer & Mayfield,41.79448075800002,-87.76969325300001,"(41.79448075800002, -87.76969325300001)"
4329,Grand & Menard,41.91975664500001,-87.77091308299998,"(41.91975664500001, -87.77091308299998)"
4330,Montrose & Menard,41.96047938800001,-87.77200467900002,"(41.96047938800001, -87.77200467900002)"
4331,63rd Street & Menard,41.77802492799998,-87.76649948400001,"(41.77802492799998, -87.76649948400001)"
4332,55th Street & Menard,41.79257799999999,-87.76729099900001,"(41.79257799999999, -87.76729099900001)"
4333,Central & Huron,41.89300300000002,-87.76538900000003,"(41.89300300000002, -87.76538900000003)"
4334,Central & Wabansia,41.91110500000002,-87.76548600000001,"(41.91110500000002, -87.76548600000001)"
4335,Central & George,41.933016001,-87.76622700000001,"(41.933016001, -87.76622700000001)"
4336,Central & Belmont,41.93843211400002,-87.766577831,"(41.93843211400002, -87.766577831)"
4337,Central & Waveland,41.94761,-87.76673699899999,"(41.94761, -87.76673699899999)"
4338,Central & Byron,41.95140900000001,-87.76700599999998,"(41.95140900000001, -87.76700599999998)"
4339,Central & Grace,41.94960400000002,-87.76694500000002,"(41.94960400000002, -87.76694500000002)"
4340,Central & Irving Park,41.95340687700002,-87.76691745800002,"(41.95340687700002, -87.76691745800002)"
4341,Central & Cullom,41.95856500000002,-87.767104001,"(41.95856500000002, -87.767104001)"
4342,Central & Wilson,41.96386675700001,-87.767428967,"(41.96386675700001, -87.767428967)"
4343,Central & Lovejoy,41.97796299999999,-87.76836100000003,"(41.97796299999999, -87.76836100000003)"
4344,Central & Indian Road,41.98873304,-87.76689113499998,"(41.98873304, -87.76689113499998)"
4345,Lehigh & Devon,41.99741072500001,-87.76591662300001,"(41.99741072500001, -87.76591662300001)"
4346,Harrison & Central,41.87292395600002,-87.76447721699998,"(41.87292395600002, -87.76447721699998)"
4347,Jackson & Central,41.87646275600002,-87.764867509,"(41.87646275600002, -87.764867509)"
4348,Addison & Linder,41.945822179,-87.764401212,"(41.945822179, -87.764401212)"
4349,Montrose & Linder,41.96044699999999,-87.76452999899999,"(41.96044699999999, -87.76452999899999)"
4350,Division & Long,41.90224043400002,-87.76121000699999,"(41.90224043400002, -87.76121000699999)"
4351,Division & Lockwood,41.90230265899999,-87.758135627,"(41.90230265899999, -87.758135627)"
4352,Grand & Lockwood,41.91743848800002,-87.75829718799997,"(41.91743848800002, -87.75829718799997)"
4353,Fullerton & Lockwood,41.924009001,-87.75870599899997,"(41.924009001, -87.75870599899997)"
4354,63rd Street & Long,41.77821779999999,-87.75687920500002,"(41.77821779999999, -87.75687920500002)"
4355,Harrison & Lockwood,41.87295350900001,-87.757303229,"(41.87295350900001, -87.757303229)"
4356,Madison & Laramie,41.88027,-87.75526000000002,"(41.88027, -87.75526000000002)"
4357,Laramie & Maypole,41.88423299999999,-87.75513000000001,"(41.88423299999999, -87.75513000000001)"
4358,Laramie & North Ave,41.90934837600003,-87.75574394799997,"(41.90934837600003, -87.75574394799997)"
4359,Diversey & Leclaire,41.931521535,-87.75380273100001,"(41.931521535, -87.75380273100001)"
4360,Addison & Leclaire,41.94599482299998,-87.75442045599999,"(41.94599482299998, -87.75442045599999)"
4361,Milwaukee & Montrose,41.96051335999999,-87.75428225600001,"(41.96051335999999, -87.75428225600001)"
4362,Milwaukee & Wilson,41.964036663,-87.75755317,"(41.964036663, -87.75755317)"
4363,Division & Lavergne,41.90235841600003,-87.75075855400002,"(41.90235841600003, -87.75075855400002)"
4364,Armitage & Leclaire/Grand,41.91678850099998,-87.75237885400003,"(41.91678850099998, -87.75237885400003)"
4365,Lawrence & Lavergne,41.968028796,-87.752436531,"(41.968028796, -87.752436531)"
4366,8200 N Niles Center,42.02962204099998,-87.75361531800002,"(42.02962204099998, -87.75361531800002)"
4367,5000 W 73rd Street,41.76015217299999,-87.746561913,"(41.76015217299999, -87.746561913)"
4368,4849 W Jackson,41.87668892300002,-87.74701737100003,"(41.87668892300002, -87.74701737100003)"
4369,Chicago & Lamon,41.89504995599998,-87.74809044400001,"(41.89504995599998, -87.74809044400001)"
4370,Armitage & Lamon,41.91682700000001,-87.74954600000001,"(41.91682700000001, -87.74954600000001)"
4371,Cicero & Cornelia,41.94461770800001,-87.74688435000002,"(41.94461770800001, -87.74688435000002)"
4372,Addison & Cicero,41.94618301899999,-87.74739674400001,"(41.94618301899999, -87.74739674400001)"
4373,Cicero & Grace,41.94983471799998,-87.747328504,"(41.94983471799998, -87.747328504)"
4374,Cicero & Lawrence,41.96822887000002,-87.747547801,"(41.96822887000002, -87.747547801)"
4375,Foster & Lacrosse,41.97538155299998,-87.74915902800001,"(41.97538155299998, -87.74915902800001)"
4376,Skokie Blvd & Main,42.03349300100001,-87.74741199900001,"(42.03349300100001, -87.74741199900001)"
4377,Skokie Blvd & Grove,42.04412000000002,-87.74709000000001,"(42.04412000000002, -87.74709000000001)"
4378,Golf Road & Lamon,42.05539145799997,-87.74949038099999,"(42.05539145799997, -87.74949038099999)"
4379,Cicero & 49th Street,41.80389694799999,-87.74290305099998,"(41.80389694799999, -87.74290305099998)"
4380,Cicero & 43rd Street,41.81503786500002,-87.74320208799998,"(41.81503786500002, -87.74320208799998)"
4381,Cicero & 18th Street,41.85678081999998,-87.74445929699999,"(41.85678081999998, -87.74445929699999)"
4382,Cicero & 13th Street,41.86397069899999,-87.744573323,"(41.86397069899999, -87.744573323)"
4383,Cicero & Thomas,41.90059100000002,-87.74598399899998,"(41.90059100000002, -87.74598399899998)"
4384,Oakton & Knox,42.02619800000002,-87.74390199999999,"(42.02619800000002, -87.74390199999999)"
4385,Cicero & 76th Street,41.754098398,-87.74167274199999,"(41.754098398, -87.74167274199999)"
4386,63rd Street & Kilpatrick,41.77852406300002,-87.73969844499999,"(41.77852406300002, -87.73969844499999)"
4387,Archer & Knox,41.799388518,-87.739091062,"(41.799388518, -87.739091062)"
4388,4542 W Cermak,41.85121113299999,-87.73790657699999,"(41.85121113299999, -87.73790657699999)"
4389,16th Street & 46th Court,41.85871177400003,-87.74057823200002,"(41.85871177400003, -87.74057823200002)"
4390,Roosevelt & 47th Avenue,41.86585838299999,-87.74241064699999,"(41.86585838299999, -87.74241064699999)"
4391,Armitage & Kolmar,41.917064165,-87.73985808600003,"(41.917064165, -87.73985808600003)"
4392,87th Street & Kilpatrick,41.73468453599997,-87.73827622699997,"(41.73468453599997, -87.73827622699997)"
4393,55th Street & Kilbourn,41.793158613,-87.73521928299999,"(41.793158613, -87.73521928299999)"
4394,Archer & Kolmar,41.79955822199997,-87.737068324,"(41.79955822199997, -87.737068324)"
4395,47th Street & Kilbourn,41.80765772699999,-87.73561174100001,"(41.80765772699999, -87.73561174100001)"
4396,Jackson & Kilbourn,41.87688572399998,-87.73761420800002,"(41.87688572399998, -87.73761420800002)"
4397,63rd Street & Kostner,41.77848535099997,-87.73214155,"(41.77848535099997, -87.73214155)"
4398,Roosevelt & Kildare,41.86612304300002,-87.73235720899999,"(41.86612304300002, -87.73235720899999)"
4399,Belmont & Kenosha,41.93893101399999,-87.73416153400001,"(41.93893101399999, -87.73416153400001)"
4400,59th Street & Kildare,41.785783444,-87.73037510500001,"(41.785783444, -87.73037510500001)"
4401,Cermak & Kildare,41.85160865699999,-87.73111484999998,"(41.85160865699999, -87.73111484999998)"
4402,North Ave & Keeler,41.90993394899999,-87.731109973,"(41.90993394899999, -87.731109973)"
4403,North Ave & Karlov,41.90994925899997,-87.72867424999998,"(41.90994925899997, -87.72867424999998)"
4404,Pulaski & Leland,41.966580921,-87.72808945000003,"(41.966580921, -87.72808945000003)"
4405,Lawrence & Pulaski,41.96817665100002,-87.72780483399998,"(41.96817665100002, -87.72780483399998)"
4406,Pulaski & Foster,41.975383384,-87.72810981399999,"(41.975383384, -87.72810981399999)"
4407,5300 N Pulaski,41.97761647599998,-87.728384484,"(41.97761647599998, -87.728384484)"
4408,79th Street & Karlov,41.74936500000001,-87.72443299999998,"(41.74936500000001, -87.72443299999998)"
4409,Pulaski Orange Line Station,41.80018261599997,-87.72434272499999,"(41.80018261599997, -87.72434272499999)"
4410,Pulaski & 36th Street,41.82899926900001,-87.72429013099998,"(41.82899926900001, -87.72429013099998)"
4411,Pulaski & 33rd Street,41.83333800100002,-87.724335999,"(41.83333800100002, -87.724335999)"
4412,Komensky & 31st Street,41.836754117,-87.72549827,"(41.836754117, -87.72549827)"
4413,Pulaski & 25th Street,41.84628230800001,-87.724535447,"(41.84628230800001, -87.724535447)"
4414,Pulaski & 19th Street,41.85516195899999,-87.72476053499997,"(41.85516195899999, -87.72476053499997)"
4415,Pulaski & Fifth Avenue,41.872718507,-87.72550474500002,"(41.872718507, -87.72550474500002)"
4416,Pulaski & Van Buren,41.87538368100002,-87.72558303300002,"(41.87538368100002, -87.72558303300002)"
4417,Pulaski & Lake (Green Line),41.88537639800001,-87.72569999199999,"(41.88537639800001, -87.72569999199999)"
4418,Pulaski & Altgeld,41.92623003,-87.72672262399999,"(41.92623003, -87.72672262399999)"
4419,Pulaski & Barry,41.93716432500003,-87.72702282699998,"(41.93716432500003, -87.72702282699998)"
4420,Pulaski & Berteau,41.95718823999999,-87.72781208200001,"(41.95718823999999, -87.72781208200001)"
4421,3800 W Peterson,41.99010199999998,-87.72474599999998,"(41.99010199999998, -87.72474599999998)"
4422,Pulaski & 110th Street,41.69298732499999,-87.72025468099997,"(41.69298732499999, -87.72025468099997)"
4423,87th Street & Karlov,41.73493300799998,-87.723791678,"(41.73493300799998, -87.723791678)"
4424,Pulaski & Main (8800 South),41.73258627500002,-87.72138785599998,"(41.73258627500002, -87.72138785599998)"
4425,Pulaski & 87th Street,41.73555018500002,-87.721309668,"(41.73555018500002, -87.721309668)"
4426,Pulaski & 85th Street,41.73859078800001,-87.721732229,"(41.73859078800001, -87.721732229)"
4427,Pulaski & 84th Street,41.74030742799999,-87.72141445800003,"(41.74030742799999, -87.72141445800003)"
4428,Pulaski & 62nd Street,41.78055000000001,-87.722869,"(41.78055000000001, -87.722869)"
4429,5200 S Pulaski,41.79883740100001,-87.72352828599998,"(41.79883740100001, -87.72352828599998)"
4430,Archer & Pulaski,41.80254451799999,-87.72322378400003,"(41.80254451799999, -87.72322378400003)"
4431,47th Street & Springfield,41.80784014099999,-87.721200281,"(41.80784014099999, -87.721200281)"
4432,31st Street & Springfield,41.836978649,-87.72177659099998,"(41.836978649, -87.72177659099998)"
4433,26th Street & Springfield,41.84434092700002,-87.72201284200003,"(41.84434092700002, -87.72201284200003)"
4434,Madison & Springfield,41.88070327700001,-87.72286077000001,"(41.88070327700001, -87.72286077000001)"
4435,Armitage & Avers,41.91726359699999,-87.72318289100002,"(41.91726359699999, -87.72318289100002)"
4436,3700 W Foster,41.97551700000002,-87.72124199899997,"(41.97551700000002, -87.72124199899997)"
4437,Central Street & Lawndale,42.06462570600002,-87.720591722,"(42.06462570600002, -87.720591722)"
4438,111th Street & Springfield,41.69124399999998,-87.71789499900001,"(41.69124399999998, -87.71789499900001)"
4439,Lawndale & 30th Street,41.83875799999998,-87.71699899999999,"(41.83875799999998, -87.71699899999999)"
4440,Lawndale & 26th Street,41.84426942200002,-87.717156585,"(41.84426942200002, -87.717156585)"
4441,Diversey & Central Park,41.931931905,-87.71698770199998,"(41.931931905, -87.71698770199998)"
4442,Addison Blue Line Station,41.946417301,-87.71752499500002,"(41.946417301, -87.71752499500002)"
4443,111th Street & Hamlin,41.69139880799997,-87.715344448,"(41.69139880799997, -87.715344448)"
4444,87th Street & Lawndale,41.73507901599999,-87.71401846999998,"(41.73507901599999, -87.71401846999998)"
4445,Cermak & Central Park,41.85158880300003,-87.71478941100003,"(41.85158880300003, -87.71478941100003)"
4446,Central Park & 15th Street,41.860880001,-87.71532300000001,"(41.860880001, -87.71532300000001)"
4447,Central Park & Jackson,41.87701672499998,-87.71586950099999,"(41.87701672499998, -87.71586950099999)"
4448,North Ave & Drake,41.91011409499998,-87.71471160499999,"(41.91011409499998, -87.71471160499999)"
4449,Milwaukee & Gresham,41.93444304600001,-87.71600691700002,"(41.93444304600001, -87.71600691700002)"
4450,Lawrence & St. Louis,41.96829149299998,-87.715920246,"(41.96829149299998, -87.715920246)"
4451,Kimball & Hollywood,41.984734,-87.71373899999998,"(41.984734, -87.71373899999998)"
4452,Peterson & St. Louis,41.990226393,-87.71638322899997,"(41.990226393, -87.71638322899997)"
4453,Kimball & Lincoln,41.99415799500002,-87.71402696400003,"(41.99415799500002, -87.71402696400003)"
4454,Lincolnwood Town Center,42.00935893600001,-87.71446223200002,"(42.00935893600001, -87.71446223200002)"
4455,Central Street & Lincolnwood,42.06457429300002,-87.71501161200001,"(42.06457429300002, -87.71501161200001)"
4456,Central Street & Reese,42.06435762299998,-87.71398011100001,"(42.06435762299998, -87.71398011100001)"
4457,111th Street & Central Park,41.69135300099998,-87.71068100000002,"(41.69135300099998, -87.71068100000002)"
4458,79th Street & Central Park,41.74956182800003,-87.711722178,"(41.74956182800003, -87.711722178)"
4459,26th Street & St. Louis,41.84435500000001,-87.71246000000002,"(41.84435500000001, -87.71246000000002)"
4460,Cermak & St. Louis,41.85164397300002,-87.71236701200002,"(41.85164397300002, -87.71236701200002)"
4461,Homan & Maypole,41.88348534900001,-87.71099775099998,"(41.88348534900001, -87.71099775099998)"
4462,Madison & Homan,41.88099362399998,-87.71123770499997,"(41.88099362399998, -87.71123770499997)"
4463,Homan & Hirsch,41.90633800000001,-87.71171399999997,"(41.90633800000001, -87.71171399999997)"
4464,Armitage & Spaulding,41.91730000000001,-87.71036800000002,"(41.91730000000001, -87.71036800000002)"
4465,Kimball & Palmer,41.92108999999999,-87.71205799900002,"(41.92108999999999, -87.71205799900002)"
4466,Diversey & Milwaukee/Kimball,41.93204131900001,-87.71198251999999,"(41.93204131900001, -87.71198251999999)"
4467,Diversey & Spaulding,41.93209833700001,-87.70975549100001,"(41.93209833700001, -87.70975549100001)"
4468,Kimball & Dawson,41.93391800000001,-87.71228799900001,"(41.93391800000001, -87.71228799900001)"
4469,Belmont & Kimball (Blue Line),41.93920940300001,-87.71218279300001,"(41.93920940300001, -87.71218279300001)"
4470,Kimball & Avondale/Henderson,41.94239477399998,-87.71265100099998,"(41.94239477399998, -87.71265100099998)"
4471,Kimball & Addison,41.94634716000002,-87.71279827400002,"(41.94634716000002, -87.71279827400002)"
4472,6833 N Kedzie,42.00545161399998,-87.709189783,"(42.00545161399998, -87.709189783)"
4473,Touhy & McCormick,42.01173809800002,-87.71122470099999,"(42.01173809800002, -87.71122470099999)"
4474,111th Street & Homan,41.69156549399997,-87.70556244400001,"(41.69156549399997, -87.70556244400001)"
4475,103rd Street & St. Louis,41.705994508,-87.70888964900001,"(41.705994508, -87.70888964900001)"
4476,63rd Street & Spaulding,41.778863,-87.705626,"(41.778863, -87.705626)"
4477,59th Street & Spaulding,41.78628431200002,-87.70564524999998,"(41.78628431200002, -87.70564524999998)"
4478,Pershing & Spaulding,41.82250387599998,-87.70688281000002,"(41.82250387599998, -87.70688281000002)"
4479,26th Street & Spaulding,41.84442200000001,-87.707581,"(41.84442200000001, -87.707581)"
4480,Congress & Kedzie,41.874967379,-87.70608348600001,"(41.874967379, -87.70608348600001)"
4481,Kedzie & Adams,41.87844699999999,-87.70612799999998,"(41.87844699999999, -87.70612799999998)"
4482,Armitage & Albany,41.91747387800001,-87.70510783700001,"(41.91747387800001, -87.70510783700001)"
4483,Logan Square Blue Line Station,41.92989023299998,-87.70779771399998,"(41.92989023299998, -87.70779771399998)"
4484,Kedzie & Milwaukee (Blue Line),41.929489676,-87.707618604,"(41.929489676, -87.707618604)"
4485,Kedzie & Ainslie,41.97019309699999,-87.70840376299998,"(41.97019309699999, -87.70840376299998)"
4486,Kedzie & Catalpa,41.980593306,-87.70877572400002,"(41.980593306, -87.70877572400002)"
4487,Touhy & Albany,42.01185316300001,-87.70682490399997,"(42.01185316300001, -87.70682490399997)"
4488,Kedzie & 94th Street,41.72220269899998,-87.70177497999998,"(41.72220269899998, -87.70177497999998)"
4489,59th Street & Kedzie,41.78618422699998,-87.70307521500001,"(41.78618422699998, -87.70307521500001)"
4490,3448 S Kedzie,41.831052048,-87.704716238,"(41.831052048, -87.704716238)"
4491,Kedzie & 25th Street,41.84640400000001,-87.70515799999998,"(41.84640400000001, -87.70515799999998)"
4492,Sacramento & Chicago,41.89543861599998,-87.70210985599999,"(41.89543861599998, -87.70210985599999)"
4493,North Ave & Humboldt,41.91006307999999,-87.70200541700001,"(41.91006307999999, -87.70200541700001)"
4494,Lawrence & Sacramento,41.96843198400001,-87.703716552,"(41.96843198400001, -87.703716552)"
4495,Devon & Francisco,41.99743553000002,-87.702207956,"(41.99743553000002, -87.702207956)"
4496,Kedzie & 106th Street,41.70069999999998,-87.701209,"(41.70069999999998, -87.701209)"
4497,51st Street & Sacramento,41.80083000000002,-87.69889899999998,"(41.80083000000002, -87.69889899999998)"
4498,47th Street & Sacramento,41.80826015700001,-87.69900557900002,"(41.80826015700001, -87.69900557900002)"
4499,Fulton & Francisco,41.88645100000002,-87.699004,"(41.88645100000002, -87.699004)"
4500,Montrose & California,41.96130088899997,-87.69835416199999,"(41.96130088899997, -87.69835416199999)"
4501,California & Morse,42.00656099999998,-87.69972299900002,"(42.00656099999998, -87.69972299900002)"
4502,Touhy & California,42.01211839799998,-87.69998882300001,"(42.01211839799998, -87.69998882300001)"
4503,California & Birchwood,42.01742100000001,-87.69953999900002,"(42.01742100000001, -87.69953999900002)"
4504,Dodge & Emerson,42.05196691499998,-87.69898968000001,"(42.05196691499998, -87.69898968000001)"
4505,87th Street & Sacramento,41.73516925400003,-87.69710619799997,"(41.73516925400003, -87.69710619799997)"
4506,63rd Street & Francisco,41.779157828,-87.69568846300001,"(41.779157828, -87.69568846300001)"
4507,Archer & California,41.82023014700002,-87.69437815100002,"(41.82023014700002, -87.69437815100002)"
4508,Pershing & California,41.82285781799999,-87.694451963,"(41.82285781799999, -87.694451963)"
4509,California & Pershing,41.82289597499999,-87.694717212,"(41.82289597499999, -87.694717212)"
4510,California & 36th Street,41.82817399999999,-87.69467400000002,"(41.82817399999999, -87.69467400000002)"
4511,California & 23rd Street,41.85015199999998,-87.69545900000003,"(41.85015199999998, -87.69545900000003)"
4512,California & Cermak,41.85200049100001,-87.69552783099999,"(41.85200049100001, -87.69552783099999)"
4513,1303 S California,41.86473032599997,-87.695742827,"(41.86473032599997, -87.695742827)"
4514,California & Polk,41.87113700100002,-87.69609200000002,"(41.87113700100002, -87.69609200000002)"
4515,Chicago & California,41.89573100899997,-87.696922228,"(41.89573100899997, -87.696922228)"
4516,Division & California,41.90298818100001,-87.69717813599999,"(41.90298818100001, -87.69717813599999)"
4517,Division & Washtenaw,41.90299500100002,-87.69418999999999,"(41.90299500100002, -87.69418999999999)"
4518,California & Potomac,41.90460505499999,-87.696824295,"(41.90460505499999, -87.696824295)"
4519,California & Cortland,41.91576400000002,-87.69720899999999,"(41.91576400000002, -87.69720899999999)"
4520,California & Milwaukee,41.92268777300001,-87.697276639,"(41.92268777300001, -87.697276639)"
4521,Lawrence & Washtenaw,41.96863828199997,-87.696488628,"(41.96863828199997, -87.696488628)"
4522,Dempster & Dewey,42.04108748700003,-87.69612066799999,"(42.04108748700003, -87.69612066799999)"
4523,Ashland & Simpson,42.05580210400001,-87.69424766100002,"(42.05580210400001, -87.69424766100002)"
4524,87th & California,41.735464847,-87.69251123100003,"(41.735464847, -87.69251123100003)"
4525,California & 62nd Street,41.78104866299998,-87.69353668399998,"(41.78104866299998, -87.69353668399998)"
4526,55th Street & California,41.79374500099999,-87.693894,"(41.79374500099999, -87.693894)"
4527,California & 54th Street,41.795444395,-87.69374757600002,"(41.795444395, -87.69374757600002)"
4528,26th Street & Washtenaw,41.844797105,-87.69268888599998,"(41.844797105, -87.69268888599998)"
4529,Grand & Rockwell,41.89227899999997,-87.69176300100003,"(41.89227899999997, -87.69176300100003)"
4530,Division & Rockwell,41.90294717799998,-87.69198388400002,"(41.90294717799998, -87.69198388400002)"
4531,Addison & Campbell (Lane Tech HS),41.94667222099997,-87.69050761300002,"(41.94667222099997, -87.69050761300002)"
4532,Lake & Ashland,42.044290854,-87.693518761,"(42.044290854, -87.693518761)"
4533,111th Street & Washtenaw,41.691776285,-87.68844666799998,"(41.691776285, -87.68844666799998)"
4534,2600 W 87th Street,41.73527632000003,-87.68763450199998,"(41.73527632000003, -87.68763450199998)"
4535,51st Street & Rockwell,41.801017,-87.68913800000001,"(41.801017, -87.68913800000001)"
4536,Fullerton & Western,41.92480594599999,-87.687818203,"(41.92480594599999, -87.687818203)"
4537,Addison & Artesian,41.94678891000001,-87.68938750000001,"(41.94678891000001, -87.68938750000001)"
4538,Western & Birchwood Terminal,42.01823062699998,-87.68975956000003,"(42.01823062699998, -87.68975956000003)"
4539,Howard & Western,42.01946583599999,-87.68974433599999,"(42.01946583599999, -87.68974433599999)"
4540,Howard & Barton,42.01960030800001,-87.68847772100003,"(42.01960030800001, -87.68847772100003)"
4541,Ridge & Dempster,42.04131830199998,-87.68857639700002,"(42.04131830199998, -87.68857639700002)"
4542,Ridge & Grove,42.04554951900002,-87.68845752099998,"(42.04554951900002, -87.68845752099998)"
4543,Ridge & Church,42.048385537,-87.68871332200001,"(42.048385537, -87.68871332200001)"
4544,Church & Asbury,42.04844800000001,-87.69037100000003,"(42.04844800000001, -87.69037100000003)"
4545,Emerson & Asbury,42.05210876500001,-87.69033071799998,"(42.05210876500001, -87.69033071799998)"
4546,Western & 73rd Street,41.76095498400002,-87.683015222,"(41.76095498400002, -87.683015222)"
4547,Western & Columbus,41.758827268,-87.68322680199998,"(41.758827268, -87.68322680199998)"
4548,35th Street & Western,41.83035628099998,-87.68488706900001,"(41.83035628099998, -87.68488706900001)"
4549,3225 S Western,41.83485694299998,-87.684370204,"(41.83485694299998, -87.684370204)"
